Sample,Symbol,Subtype,Chan,Num
30182,N,0,0,0
30487,N,0,0,0
30779,N,0,0,0
31065,N,0,0,0
31348,N,0,0,0
31635,N,0,0,0
31927,N,0,0,0
32224,N,0,0,0
32529,N,0,0,0
32836,N,0,0,0
33127,N,0,0,0
33403,N,0,0,0
33691,N,0,0,0
33980,N,0,0,0
34274,N,0,0,0
34575,N,0,0,0
34870,N,0,0,0
35168,N,0,0,0
35455,N,0,0,0
35736,N,0,0,0
36016,N,0,0,0
36309,N,0,0,0
36605,N,0,0,0
36916,N,0,0,0
37215,N,0,0,0
37499,N,0,0,0
37782,N,0,0,0
38071,N,0,0,0
38356,N,0,0,0
38651,N,0,0,0
38950,N,0,0,0
39252,N,0,0,0
39547,N,0,0,0
39825,N,0,0,0
40096,N,0,0,0
40382,N,0,0,0
40677,N,0,0,0
40970,N,0,0,0
41271,N,0,0,0
41567,N,0,0,0
41849,N,0,0,0
42117,N,0,0,0
42416,N,0,0,0
42697,N,0,0,0
42996,N,0,0,0
43307,N,0,0,0
43603,N,0,0,0
43892,N,0,0,0
44172,N,0,0,0
44455,N,0,0,0
44743,N,0,0,0
45030,N,0,0,0
45323,N,0,0,0
45628,N,0,0,0
45925,N,0,0,0
46204,N,0,0,0
46478,N,0,0,0
46759,N,0,0,0
47037,N,0,0,0
47334,N,0,0,0
47632,N,0,0,0
47919,N,0,0,0
48202,N,0,0,0
48486,N,0,0,0
48766,N,0,0,0
49040,N,0,0,0
49323,N,0,0,0
49618,N,0,0,0
49923,N,0,0,0
50214,N,0,0,0
50491,N,0,0,0
50771,N,0,0,0
51056,N,0,0,0
51339,N,0,0,0
51626,N,0,0,0
51921,N,0,0,0
52216,N,0,0,0
52506,N,0,0,0
52784,N,0,0,0
53063,N,0,0,0
53341,N,0,0,0
53631,N,0,0,0
53923,N,0,0,0
54219,N,0,0,0
54507,N,0,0,0
54784,N,0,0,0
55064,N,0,0,0
55343,N,0,0,0
55625,N,0,0,0
55908,N,0,0,0
56207,N,0,0,0
56502,N,0,0,0
56784,N,0,0,0
57055,N,0,0,0
57333,N,0,0,0
57615,N,0,0,0
57900,N,0,0,0
58192,N,0,0,0
58490,N,0,0,0
58788,N,0,0,0
59077,N,0,0,0
59354,N,0,0,0
59631,N,0,0,0
59919,N,0,0,0
60214,N,0,0,0
60515,N,0,0,0
60817,N,0,0,0
61105,N,0,0,0
61391,N,0,0,0
61680,N,0,0,0
61963,N,0,0,0
62247,N,0,0,0
62547,N,0,0,0
62852,N,0,0,0
63154,N,0,0,0
63438,N,0,0,0
63711,N,0,0,0
63998,N,0,0,0
64288,N,0,0,0
64581,N,0,0,0
64876,N,0,0,0
65174,N,0,0,0
65464,N,0,0,0
65750,N,0,0,0
66030,N,0,0,0
66307,N,0,0,0
66604,N,0,0,0
66792,A,0,0,0
67130,N,0,0,0
67434,N,0,0,0
67728,N,0,0,0
68007,N,0,0,0
68302,N,0,0,0
68594,N,0,0,0
68886,N,0,0,0
69191,N,0,0,0
69503,N,0,0,0
69796,N,0,0,0
70073,N,0,0,0
70357,N,0,0,0
70643,N,0,0,0
70941,N,0,0,0
71240,N,0,0,0
71539,N,0,0,0
71845,N,0,0,0
72138,N,0,0,0
72417,N,0,0,0
72703,N,0,0,0
72998,N,0,0,0
73301,N,0,0,0
73611,N,0,0,0
73911,N,0,0,0
74196,N,0,0,0
74483,N,0,0,0
74767,N,0,0,0
74986,A,0,0,0
75332,N,0,0,0
75632,N,0,0,0
75934,N,0,0,0
76233,N,0,0,0
76515,N,0,0,0
76785,N,0,0,0
77074,N,0,0,0
77366,N,0,0,0
77663,N,0,0,0
77954,N,0,0,0
78251,N,0,0,0
78539,N,0,0,0
78824,N,0,0,0
79100,N,0,0,0
79386,N,0,0,0
79689,N,0,0,0
79991,N,0,0,0
80290,N,0,0,0
80583,N,0,0,0
80868,N,0,0,0
81152,N,0,0,0
81439,N,0,0,0
81730,N,0,0,0
82030,N,0,0,0
82335,N,0,0,0
82636,N,0,0,0
82927,N,0,0,0
83209,N,0,0,0
83492,N,0,0,0
83794,N,0,0,0
84103,N,0,0,0
84407,N,0,0,0
84709,N,0,0,0
85010,N,0,0,0
85303,N,0,0,0
85580,N,0,0,0
85870,N,0,0,0
86171,N,0,0,0
86478,N,0,0,0
86780,N,0,0,0
87079,N,0,0,0
87364,N,0,0,0
87652,N,0,0,0
87941,N,0,0,0
88232,N,0,0,0
88530,N,0,0,0
88834,N,0,0,0
89135,N,0,0,0
89421,N,0,0,0
89703,N,0,0,0
89988,N,0,0,0
90286,N,0,0,0
90590,N,0,0,0
90885,N,0,0,0
91190,N,0,0,0
91481,N,0,0,0
91761,N,0,0,0
92046,N,0,0,0
92338,N,0,0,0
92633,N,0,0,0
92944,N,0,0,0
93246,N,0,0,0
93534,N,0,0,0
93824,N,0,0,0
94102,N,0,0,0
94395,N,0,0,0
94693,N,0,0,0
94996,N,0,0,0
95298,N,0,0,0
95606,N,0,0,0
95893,N,0,0,0
96171,N,0,0,0
96450,N,0,0,0
96746,N,0,0,0
97050,N,0,0,0
97348,N,0,0,0
97644,N,0,0,0
97936,N,0,0,0
98228,N,0,0,0
98508,N,0,0,0
98789,N,0,0,0
99084,N,0,0,0
99382,N,0,0,0
99579,A,0,0,0
99930,N,0,0,0
100218,N,0,0,0
100496,N,0,0,0
100781,N,0,0,0
101071,N,0,0,0
101361,N,0,0,0
101653,N,0,0,0
101941,N,0,0,0
102234,N,0,0,0
102516,N,0,0,0
102793,N,0,0,0
103074,N,0,0,0
103371,N,0,0,0
103669,N,0,0,0
103964,N,0,0,0
104261,N,0,0,0
104545,N,0,0,0
104830,N,0,0,0
105118,N,0,0,0
105407,N,0,0,0
105707,N,0,0,0
106015,N,0,0,0
106314,N,0,0,0
106600,N,0,0,0
106882,N,0,0,0
107159,N,0,0,0
107453,N,0,0,0
107750,N,0,0,0
108045,N,0,0,0
108342,N,0,0,0
108643,N,0,0,0
108926,N,0,0,0
109199,N,0,0,0
109486,N,0,0,0
109772,N,0,0,0
110076,N,0,0,0
110374,N,0,0,0
110673,N,0,0,0
110963,N,0,0,0
111244,N,0,0,0
111524,N,0,0,0
111810,N,0,0,0
112108,N,0,0,0
112405,N,0,0,0
112710,N,0,0,0
113000,N,0,0,0
113281,N,0,0,0
113562,N,0,0,0
113850,N,0,0,0
114142,N,0,0,0
114428,N,0,0,0
114716,N,0,0,0
115000,N,0,0,0
115280,N,0,0,0
115547,N,0,0,0
115815,N,0,0,0
116084,N,0,0,0
116369,N,0,0,0
116654,N,0,0,0
116939,N,0,0,0
117213,N,0,0,0
117494,N,0,0,0
117766,N,0,0,0
118044,N,0,0,0
118323,N,0,0,0
118607,N,0,0,0
118911,N,0,0,0
119215,N,0,0,0
119509,N,0,0,0
119791,N,0,0,0
120077,N,0,0,0
120376,N,0,0,0
120676,N,0,0,0
120990,N,0,0,0
121300,N,0,0,0
121604,N,0,0,0
121889,N,0,0,0
122170,N,0,0,0
122460,N,0,0,0
122750,N,0,0,0
123050,N,0,0,0
123360,N,0,0,0
123664,N,0,0,0
123936,N,0,0,0
124221,N,0,0,0
124507,N,0,0,0
124775,N,0,0,0
125060,N,0,0,0
125355,N,0,0,0
125648,N,0,0,0
125926,N,0,0,0
126203,N,0,0,0
126476,N,0,0,0
126746,N,0,0,0
127025,N,0,0,0
127313,N,0,0,0
127603,N,0,0,0
127892,N,0,0,0
128085,A,0,0,0
128423,N,0,0,0
128698,N,0,0,0
128958,N,0,0,0
129230,N,0,0,0
129519,N,0,0,0
129798,N,0,0,0
130057,N,0,0,0
130318,N,0,0,0
130568,N,0,0,0
130818,N,0,0,0
131073,N,0,0,0
131326,N,0,0,0
131584,N,0,0,0
131851,N,0,0,0
132122,N,0,0,0
132381,N,0,0,0
132629,N,0,0,0
132883,N,0,0,0
133132,N,0,0,0
133390,N,0,0,0
133662,N,0,0,0
133933,N,0,0,0
134197,N,0,0,0
134463,N,0,0,0
134737,N,0,0,0
134990,N,0,0,0
135243,N,0,0,0
135504,N,0,0,0
135780,N,0,0,0
136061,N,0,0,0
136350,N,0,0,0
136630,N,0,0,0
136899,N,0,0,0
137170,N,0,0,0
137449,N,0,0,0
137729,N,0,0,0
138008,N,0,0,0
138304,N,0,0,0
138598,N,0,0,0
138888,N,0,0,0
139164,N,0,0,0
139440,N,0,0,0
139719,N,0,0,0
140009,N,0,0,0
140302,N,0,0,0
140599,N,0,0,0
140881,N,0,0,0
141152,N,0,0,0
141423,N,0,0,0
141684,N,0,0,0
141943,N,0,0,0
142207,N,0,0,0
142479,N,0,0,0
142747,N,0,0,0
143010,N,0,0,0
143265,N,0,0,0
143515,N,0,0,0
143766,N,0,0,0
144025,N,0,0,0
144286,N,0,0,0
144557,N,0,0,0
144832,N,0,0,0
145111,N,0,0,0
145381,N,0,0,0
145647,N,0,0,0
145902,N,0,0,0
146170,N,0,0,0
146445,N,0,0,0
146737,N,0,0,0
147013,N,0,0,0
147290,N,0,0,0
147565,N,0,0,0
147832,N,0,0,0
148099,N,0,0,0
148363,N,0,0,0
148637,N,0,0,0
148916,N,0,0,0
149204,N,0,0,0
149488,N,0,0,0
149768,N,0,0,0
150030,N,0,0,0
150303,N,0,0,0
150575,N,0,0,0
150849,N,0,0,0
151122,N,0,0,0
151407,N,0,0,0
151700,N,0,0,0
151974,N,0,0,0
152237,N,0,0,0
152510,N,0,0,0
152781,N,0,0,0
153067,N,0,0,0
153362,N,0,0,0
153644,N,0,0,0
153922,N,0,0,0
154193,N,0,0,0
154470,N,0,0,0
154741,N,0,0,0
155009,N,0,0,0
155291,N,0,0,0
155588,N,0,0,0
155865,N,0,0,0
156132,N,0,0,0
156395,N,0,0,0
156648,N,0,0,0
156906,N,0,0,0
157168,N,0,0,0
157430,N,0,0,0
157695,N,0,0,0
157960,N,0,0,0
158233,N,0,0,0
158489,N,0,0,0
158730,N,0,0,0
158974,N,0,0,0
159225,N,0,0,0
159479,N,0,0,0
159738,N,0,0,0
160001,N,0,0,0
160260,N,0,0,0
160507,N,0,0,0
160755,N,0,0,0
161005,N,0,0,0
161254,N,0,0,0
161499,N,0,0,0
161764,N,0,0,0
162035,N,0,0,0
162308,N,0,0,0
162573,N,0,0,0
162835,N,0,0,0
163093,N,0,0,0
163362,N,0,0,0
163629,N,0,0,0
163899,N,0,0,0
164182,N,0,0,0
164461,N,0,0,0
164731,N,0,0,0
164991,N,0,0,0
165246,N,0,0,0
165499,N,0,0,0
165756,N,0,0,0
166032,N,0,0,0
166301,N,0,0,0
166570,N,0,0,0
166841,N,0,0,0
167111,N,0,0,0
167371,N,0,0,0
167641,N,0,0,0
167912,N,0,0,0
168191,N,0,0,0
168484,N,0,0,0
168784,N,0,0,0
169074,N,0,0,0
169349,N,0,0,0
169629,N,0,0,0
169907,N,0,0,0
170201,N,0,0,0
170495,N,0,0,0
170719,A,0,0,0
171074,N,0,0,0
171371,N,0,0,0
171652,N,0,0,0
171921,N,0,0,0
172199,N,0,0,0
172481,N,0,0,0
172776,N,0,0,0
173067,N,0,0,0
173351,N,0,0,0
173629,N,0,0,0
173907,N,0,0,0
174176,N,0,0,0
174451,N,0,0,0
174737,N,0,0,0
175023,N,0,0,0
175323,N,0,0,0
175608,N,0,0,0
175877,N,0,0,0
176145,N,0,0,0
176427,N,0,0,0
176698,N,0,0,0
176975,N,0,0,0
177248,N,0,0,0
177523,N,0,0,0
177797,N,0,0,0
178059,N,0,0,0
178316,N,0,0,0
178578,N,0,0,0
178841,N,0,0,0
179117,N,0,0,0
179388,N,0,0,0
179662,N,0,0,0
179927,N,0,0,0
180182,N,0,0,0
180443,N,0,0,0
180705,N,0,0,0
180964,N,0,0,0
181236,N,0,0,0
181523,N,0,0,0
181811,N,0,0,0
182084,N,0,0,0
182353,N,0,0,0
182624,N,0,0,0
182896,N,0,0,0
183181,N,0,0,0
183475,N,0,0,0
183778,N,0,0,0
184071,N,0,0,0
184361,N,0,0,0
184649,N,0,0,0
184933,N,0,0,0
185213,N,0,0,0
185510,N,0,0,0
185828,N,0,0,0
186137,N,0,0,0
186428,N,0,0,0
186717,N,0,0,0
187005,N,0,0,0
187291,N,0,0,0
187577,N,0,0,0
187872,N,0,0,0
188179,N,0,0,0
188481,N,0,0,0
188763,N,0,0,0
189043,N,0,0,0
189330,N,0,0,0
189624,N,0,0,0
189929,N,0,0,0
190228,N,0,0,0
190529,N,0,0,0
190820,N,0,0,0
191112,N,0,0,0
191395,N,0,0,0
191674,N,0,0,0
191977,N,0,0,0
192281,N,0,0,0
192575,N,0,0,0
192862,N,0,0,0
193146,N,0,0,0
193423,N,0,0,0
193703,N,0,0,0
193994,N,0,0,0
194281,N,0,0,0
194574,N,0,0,0
194868,N,0,0,0
195156,N,0,0,0
195426,N,0,0,0
195701,N,0,0,0
195978,N,0,0,0
196268,N,0,0,0
196560,N,0,0,0
196847,N,0,0,0
197132,N,0,0,0
197414,N,0,0,0
197685,N,0,0,0
197950,N,0,0,0
198224,N,0,0,0
198504,N,0,0,0
198791,N,0,0,0
199075,N,0,0,0
199353,N,0,0,0
199619,N,0,0,0
199894,N,0,0,0
200161,N,0,0,0
200434,N,0,0,0
200714,N,0,0,0
200993,N,0,0,0
201271,N,0,0,0
201545,N,0,0,0
201806,N,0,0,0
202067,N,0,0,0
202339,N,0,0,0
202614,N,0,0,0
202896,N,0,0,0
203182,N,0,0,0
203468,N,0,0,0
203741,N,0,0,0
204021,N,0,0,0
204299,N,0,0,0
204574,N,0,0,0
204854,N,0,0,0
205158,N,0,0,0
205459,N,0,0,0
205737,N,0,0,0
206016,N,0,0,0
206288,N,0,0,0
206567,N,0,0,0
206844,N,0,0,0
207130,N,0,0,0
207421,N,0,0,0
207724,N,0,0,0
208004,N,0,0,0
208277,N,0,0,0
208548,N,0,0,0
208822,N,0,0,0
209100,N,0,0,0
209392,N,0,0,0
209683,N,0,0,0
209973,N,0,0,0
210256,N,0,0,0
210534,N,0,0,0
210809,N,0,0,0
211085,N,0,0,0
211364,N,0,0,0
211654,N,0,0,0
211951,N,0,0,0
212228,N,0,0,0
212502,N,0,0,0
212777,N,0,0,0
213058,N,0,0,0
213326,N,0,0,0
213606,N,0,0,0
213894,N,0,0,0
214181,N,0,0,0
214465,N,0,0,0
214738,N,0,0,0
215005,N,0,0,0
215280,N,0,0,0
215563,N,0,0,0
215850,N,0,0,0
216141,N,0,0,0
216431,N,0,0,0
216710,N,0,0,0
216990,N,0,0,0
217268,N,0,0,0
217547,N,0,0,0
217824,N,0,0,0
218122,N,0,0,0
218416,N,0,0,0
218703,N,0,0,0
218972,N,0,0,0
219246,N,0,0,0
219529,N,0,0,0
219813,N,0,0,0
220098,N,0,0,0
220391,N,0,0,0
220691,N,0,0,0
220977,N,0,0,0
221252,N,0,0,0
221527,N,0,0,0
221804,N,0,0,0
222081,N,0,0,0
222375,N,0,0,0
222666,N,0,0,0
222951,N,0,0,0
223227,N,0,0,0
223507,N,0,0,0
223783,N,0,0,0
224047,N,0,0,0
224328,N,0,0,0
224621,N,0,0,0
224915,N,0,0,0
225195,N,0,0,0
225472,N,0,0,0
225743,N,0,0,0
226024,N,0,0,0
226296,N,0,0,0
226573,N,0,0,0
226863,N,0,0,0
227144,N,0,0,0
227427,N,0,0,0
227702,N,0,0,0
227975,N,0,0,0
228238,N,0,0,0
228516,N,0,0,0
228808,N,0,0,0
229094,N,0,0,0
229376,N,0,0,0
229660,N,0,0,0
229936,N,0,0,0
230214,N,0,0,0
230485,N,0,0,0
230761,N,0,0,0
231058,N,0,0,0
231357,N,0,0,0
231638,N,0,0,0
231913,N,0,0,0
232190,N,0,0,0
232459,N,0,0,0
232732,N,0,0,0
233016,N,0,0,0
233301,N,0,0,0
233588,N,0,0,0
233875,N,0,0,0
234151,N,0,0,0
234415,N,0,0,0
234684,N,0,0,0
234959,N,0,0,0
235249,N,0,0,0
235547,N,0,0,0
235828,N,0,0,0
236108,N,0,0,0
236390,N,0,0,0
236664,N,0,0,0
236927,N,0,0,0
237205,N,0,0,0
237495,N,0,0,0
237783,N,0,0,0
238070,N,0,0,0
238343,N,0,0,0
238610,N,0,0,0
238884,N,0,0,0
239157,N,0,0,0
239433,N,0,0,0
239717,N,0,0,0
239996,N,0,0,0
240266,N,0,0,0
240541,N,0,0,0
240809,N,0,0,0
241065,N,0,0,0
241318,N,0,0,0
241588,N,0,0,0
241855,N,0,0,0
242114,N,0,0,0
242373,N,0,0,0
242632,N,0,0,0
242879,N,0,0,0
243132,N,0,0,0
243388,N,0,0,0
243643,N,0,0,0
243908,N,0,0,0
244191,N,0,0,0
244461,N,0,0,0
244729,N,0,0,0
244984,N,0,0,0
245246,N,0,0,0
245515,N,0,0,0
245791,N,0,0,0
246065,N,0,0,0
246352,N,0,0,0
246647,N,0,0,0
246935,N,0,0,0
247201,N,0,0,0
247469,N,0,0,0
247742,N,0,0,0
248017,N,0,0,0
248300,N,0,0,0
248586,N,0,0,0
248878,N,0,0,0
249158,N,0,0,0
249433,N,0,0,0
249706,N,0,0,0
249988,N,0,0,0
250273,N,0,0,0
250558,N,0,0,0
250858,N,0,0,0
251160,N,0,0,0
251441,N,0,0,0
251710,N,0,0,0
251994,N,0,0,0
252285,N,0,0,0
252584,N,0,0,0
252868,N,0,0,0
253159,N,0,0,0
253456,N,0,0,0
253741,N,0,0,0
254010,N,0,0,0
254282,N,0,0,0
254585,N,0,0,0
254891,N,0,0,0
255170,N,0,0,0
255453,N,0,0,0
255738,N,0,0,0
256027,N,0,0,0
256295,N,0,0,0
256572,N,0,0,0
256860,N,0,0,0
257157,N,0,0,0
257439,N,0,0,0
257710,N,0,0,0
257966,N,0,0,0
258226,N,0,0,0
258478,N,0,0,0
258737,N,0,0,0
259005,N,0,0,0
259280,N,0,0,0
259541,N,0,0,0
259811,N,0,0,0
260076,N,0,0,0
260334,N,0,0,0
260585,N,0,0,0
260852,N,0,0,0
261132,N,0,0,0
261417,N,0,0,0
261690,N,0,0,0
261968,N,0,0,0
262241,N,0,0,0
262516,N,0,0,0
262789,N,0,0,0
263062,N,0,0,0
263350,N,0,0,0
263641,N,0,0,0
263931,N,0,0,0
264217,N,0,0,0
264499,N,0,0,0
264772,N,0,0,0
265062,N,0,0,0
265354,N,0,0,0
265651,N,0,0,0
265947,N,0,0,0
266238,N,0,0,0
266528,N,0,0,0
266815,N,0,0,0
267099,N,0,0,0
267375,N,0,0,0
267679,N,0,0,0
267978,N,0,0,0
268260,N,0,0,0
268544,N,0,0,0
268823,N,0,0,0
269102,N,0,0,0
269384,N,0,0,0
269669,N,0,0,0
269960,N,0,0,0
270257,N,0,0,0
270550,N,0,0,0
270821,N,0,0,0
271094,N,0,0,0
271370,N,0,0,0
271656,N,0,0,0
271952,N,0,0,0
272244,N,0,0,0
272533,N,0,0,0
272839,N,0,0,0
273123,N,0,0,0
273394,N,0,0,0
273675,N,0,0,0
273967,N,0,0,0
274264,N,0,0,0
274560,N,0,0,0
274852,N,0,0,0
275131,N,0,0,0
275403,N,0,0,0
275671,N,0,0,0
275949,N,0,0,0
276235,N,0,0,0
276516,N,0,0,0
276804,N,0,0,0
277102,N,0,0,0
277388,N,0,0,0
277649,N,0,0,0
277923,N,0,0,0
278211,N,0,0,0
278518,N,0,0,0
278814,N,0,0,0
279098,N,0,0,0
279382,N,0,0,0
279576,A,0,0,0
279918,N,0,0,0
280209,N,0,0,0
280511,N,0,0,0
280814,N,0,0,0
281110,N,0,0,0
281402,N,0,0,0
281682,N,0,0,0
281955,N,0,0,0
282232,N,0,0,0
282513,N,0,0,0
282801,N,0,0,0
283096,N,0,0,0
283389,N,0,0,0
283672,N,0,0,0
283944,N,0,0,0
284216,N,0,0,0
284491,N,0,0,0
284778,N,0,0,0
285073,N,0,0,0
285363,N,0,0,0
285653,N,0,0,0
285936,N,0,0,0
286210,N,0,0,0
286486,N,0,0,0
286763,N,0,0,0
287051,N,0,0,0
287353,N,0,0,0
287655,N,0,0,0
287944,N,0,0,0
288225,N,0,0,0
288506,N,0,0,0
288792,N,0,0,0
289076,N,0,0,0
289373,N,0,0,0
289667,N,0,0,0
289971,N,0,0,0
290257,N,0,0,0
290538,N,0,0,0
290813,N,0,0,0
291109,N,0,0,0
291407,N,0,0,0
291696,N,0,0,0
291990,N,0,0,0
292281,N,0,0,0
292566,N,0,0,0
292844,N,0,0,0
293123,N,0,0,0
293411,N,0,0,0
293712,N,0,0,0
294011,N,0,0,0
294296,N,0,0,0
294581,N,0,0,0
294857,N,0,0,0
295142,N,0,0,0
295421,N,0,0,0
295717,N,0,0,0
296013,N,0,0,0
296319,N,0,0,0
296611,N,0,0,0
296889,N,0,0,0
297169,N,0,0,0
297450,N,0,0,0
297738,N,0,0,0
298032,N,0,0,0
298334,N,0,0,0
298627,N,0,0,0
298920,N,0,0,0
299206,N,0,0,0
299483,N,0,0,0
299756,N,0,0,0
300051,N,0,0,0
300360,N,0,0,0
300662,N,0,0,0
300940,N,0,0,0
301210,N,0,0,0
301494,N,0,0,0
301781,N,0,0,0
302063,N,0,0,0
302347,N,0,0,0
302644,N,0,0,0
302947,N,0,0,0
303240,N,0,0,0
303503,N,0,0,0
303773,N,0,0,0
304065,N,0,0,0
304361,N,0,0,0
304639,N,0,0,0
304923,N,0,0,0
305211,N,0,0,0
305497,N,0,0,0
305709,A,0,0,0
306035,N,0,0,0
306337,N,0,0,0
306641,N,0,0,0
306943,N,0,0,0
307234,N,0,0,0
307514,N,0,0,0
307745,A,0,0,0
308062,N,0,0,0
308349,N,0,0,0
308625,N,0,0,0
308912,N,0,0,0
309216,N,0,0,0
309515,N,0,0,0
309780,N,0,0,0
310052,N,0,0,0
310332,N,0,0,0
310626,N,0,0,0
310914,N,0,0,0
311199,N,0,0,0
311488,N,0,0,0
311783,N,0,0,0
312062,N,0,0,0
312327,N,0,0,0
312605,N,0,0,0
312825,A,0,0,0
313193,N,0,0,0
313508,N,0,0,0
313808,N,0,0,0
314090,N,0,0,0
314373,N,0,0,0
314664,N,0,0,0
314952,N,0,0,0
315245,N,0,0,0
315541,N,0,0,0
315843,N,0,0,0
316136,N,0,0,0
316415,N,0,0,0
316693,N,0,0,0
316980,N,0,0,0
317266,N,0,0,0
317560,N,0,0,0
317785,A,0,0,0
318145,N,0,0,0
318438,N,0,0,0
318729,N,0,0,0
319011,N,0,0,0
319223,A,0,0,0
319586,N,0,0,0
319904,N,0,0,0
320205,N,0,0,0
320493,N,0,0,0
320786,N,0,0,0
321072,N,0,0,0
321371,N,0,0,0
321663,N,0,0,0
321968,N,0,0,0
322275,N,0,0,0
322573,N,0,0,0
322856,N,0,0,0
323138,N,0,0,0
323425,N,0,0,0
323730,N,0,0,0
324044,N,0,0,0
324340,N,0,0,0
324641,N,0,0,0
324929,N,0,0,0
325215,N,0,0,0
325495,N,0,0,0
325782,N,0,0,0
326088,N,0,0,0
326395,N,0,0,0
326698,N,0,0,0
326986,N,0,0,0
327276,N,0,0,0
327566,N,0,0,0
327858,N,0,0,0
328149,N,0,0,0
328452,N,0,0,0
328753,N,0,0,0
329056,N,0,0,0
329339,N,0,0,0
329619,N,0,0,0
329912,N,0,0,0
330216,N,0,0,0
330524,N,0,0,0
330819,N,0,0,0
331124,N,0,0,0
331411,N,0,0,0
331704,N,0,0,0
331989,N,0,0,0
332279,N,0,0,0
332588,N,0,0,0
332897,N,0,0,0
333199,N,0,0,0
333479,N,0,0,0
333768,N,0,0,0
334056,N,0,0,0
334348,N,0,0,0
334643,N,0,0,0
334943,N,0,0,0
335248,N,0,0,0
335543,N,0,0,0
335823,N,0,0,0
336100,N,0,0,0
336385,N,0,0,0
336679,N,0,0,0
336979,N,0,0,0
337281,N,0,0,0
337571,N,0,0,0
337862,N,0,0,0
338145,N,0,0,0
338432,N,0,0,0
338720,N,0,0,0
339025,N,0,0,0
339327,N,0,0,0
339634,N,0,0,0
339926,N,0,0,0
340205,N,0,0,0
340492,N,0,0,0
340780,N,0,0,0
341075,N,0,0,0
341379,N,0,0,0
341684,N,0,0,0
341974,N,0,0,0
342266,N,0,0,0
342547,N,0,0,0
342822,N,0,0,0
343115,N,0,0,0
343409,N,0,0,0
343705,N,0,0,0
343995,N,0,0,0
344279,N,0,0,0
344556,N,0,0,0
344843,N,0,0,0
345129,N,0,0,0
345415,N,0,0,0
345722,N,0,0,0
346017,N,0,0,0
346308,N,0,0,0
346596,N,0,0,0
346804,A,0,0,0
347147,N,0,0,0
347454,N,0,0,0
347759,N,0,0,0
348063,N,0,0,0
348367,N,0,0,0
348658,N,0,0,0
348934,N,0,0,0
349221,N,0,0,0
349502,N,0,0,0
349804,N,0,0,0
350112,N,0,0,0
350410,N,0,0,0
350692,N,0,0,0
350980,N,0,0,0
351265,N,0,0,0
351481,A,0,0,0
351821,N,0,0,0
352115,N,0,0,0
352416,N,0,0,0
352711,N,0,0,0
352986,N,0,0,0
353257,N,0,0,0
353547,N,0,0,0
353832,N,0,0,0
354128,N,0,0,0
354426,N,0,0,0
354717,N,0,0,0
355015,N,0,0,0
355302,N,0,0,0
355579,N,0,0,0
355858,N,0,0,0
356165,N,0,0,0
356463,N,0,0,0
356758,N,0,0,0
357045,N,0,0,0
357327,N,0,0,0
357610,N,0,0,0
357900,N,0,0,0
358186,N,0,0,0
358482,N,0,0,0
358788,N,0,0,0
359086,N,0,0,0
359365,N,0,0,0
359634,N,0,0,0
359903,N,0,0,0
360182,N,0,0,0
360471,N,0,0,0
360763,N,0,0,0
