MLII,V5,Sample
-0.345,-0.22,847
-0.345,-0.235,848
-0.34,-0.225,849
-0.355,-0.235,850
-0.365,-0.235,851
-0.36,-0.225,852
-0.355,-0.225,853
-0.355,-0.215,854
-0.355,-0.225,855
-0.375,-0.235,856
-0.385,-0.23,857
-0.355,-0.225,858
-0.36,-0.225,859
-0.355,-0.225,860
-0.36,-0.225,861
-0.36,-0.23,862
-0.37,-0.23,863
-0.36,-0.215,864
-0.345,-0.21,865
-0.355,-0.225,866
-0.345,-0.24,867
-0.345,-0.235,868
-0.345,-0.24,869
-0.34,-0.225,870
-0.31,-0.215,871
-0.305,-0.22,872
-0.305,-0.22,873
-0.31,-0.23,874
-0.305,-0.23,875
-0.29,-0.205,876
-0.285,-0.2,877
-0.275,-0.205,878
-0.28,-0.195,879
-0.28,-0.21,880
-0.275,-0.205,881
-0.265,-0.19,882
-0.255,-0.185,883
-0.245,-0.2,884
-0.26,-0.195,885
-0.265,-0.2,886
-0.275,-0.19,887
-0.28,-0.17,888
-0.265,-0.14,889
-0.27,-0.165,890
-0.275,-0.165,891
-0.28,-0.185,892
-0.275,-0.18,893
-0.28,-0.17,894
-0.275,-0.15,895
-0.265,-0.165,896
-0.255,-0.18,897
-0.24,-0.2,898
-0.26,-0.21,899
-0.28,-0.21,900
-0.31,-0.185,901
-0.31,-0.19,902
-0.345,-0.2,903
-0.36,-0.215,904
-0.38,-0.22,905
-0.385,-0.21,906
-0.38,-0.195,907
-0.37,-0.205,908
-0.375,-0.22,909
-0.385,-0.225,910
-0.39,-0.23,911
-0.395,-0.22,912
-0.385,-0.21,913
-0.385,-0.21,914
-0.385,-0.23,915
-0.395,-0.235,916
-0.405,-0.23,917
-0.4,-0.225,918
-0.375,-0.215,919
-0.375,-0.22,920
-0.39,-0.22,921
-0.395,-0.23,922
-0.415,-0.24,923
-0.405,-0.22,924
-0.4,-0.225,925
-0.39,-0.235,926
-0.405,-0.25,927
-0.425,-0.28,928
-0.46,-0.305,929
-0.475,-0.325,930
-0.505,-0.345,931
-0.51,-0.375,932
-0.525,-0.415,933
-0.54,-0.425,934
-0.6,-0.385,935
-0.645,-0.295,936
-0.63,-0.18,937
-0.575,-0.065,938
-0.495,0.035,939
-0.385,0.13,940
-0.27,0.24,941
-0.115,0.37,942
0.09,0.495,943
0.37,0.61,944
0.635,0.655,945
0.81,0.545,946
0.86,0.23,947
0.77,-0.105,948
0.475,-0.28,949
0.065,-0.285,950
-0.305,-0.255,951
-0.5,-0.255,952
-0.52,-0.26,953
-0.475,-0.23,954
-0.41,-0.22,955
-0.39,-0.245,956
-0.39,-0.255,957
-0.4,-0.26,958
-0.41,-0.25,959
-0.405,-0.235,960
-0.385,-0.245,961
-0.39,-0.245,962
-0.395,-0.26,963
-0.405,-0.265,964
-0.41,-0.265,965
-0.405,-0.26,966
-0.4,-0.24,967
-0.39,-0.245,968
-0.395,-0.26,969
-0.41,-0.27,970
-0.415,-0.27,971
-0.41,-0.255,972
-0.395,-0.255,973
-0.405,-0.25,974
-0.41,-0.265,975
-0.405,-0.27,976
-0.405,-0.27,977
-0.41,-0.265,978
-0.39,-0.25,979
-0.385,-0.245,980
-0.39,-0.265,981
-0.395,-0.27,982
-0.4,-0.26,983
-0.4,-0.255,984
-0.4,-0.245,985
-0.395,-0.25,986
-0.395,-0.26,987
-0.405,-0.27,988
-0.405,-0.26,989
-0.4,-0.255,990
-0.395,-0.25,991
-0.385,-0.255,992
-0.375,-0.255,993
-0.385,-0.275,994
-0.395,-0.27,995
-0.39,-0.265,996
-0.385,-0.26,997
-0.375,-0.26,998
-0.385,-0.275,999
-0.395,-0.27,1000
-0.395,-0.26,1001
-0.385,-0.245,1002
-0.375,-0.255,1003
-0.375,-0.265,1004
-0.385,-0.265,1005
-0.395,-0.27,1006
-0.39,-0.265,1007
-0.39,-0.26,1008
-0.365,-0.27,1009
-0.375,-0.265,1010
-0.385,-0.27,1011
-0.395,-0.28,1012
-0.38,-0.285,1013
-0.385,-0.28,1014
-0.375,-0.285,1015
-0.38,-0.29,1016
-0.39,-0.31,1017
-0.38,-0.305,1018
-0.375,-0.3,1019
-0.375,-0.3,1020
-0.375,-0.31,1021
-0.375,-0.325,1022
-0.38,-0.34,1023
-0.39,-0.34,1024
-0.39,-0.325,1025
-0.365,-0.32,1026
-0.37,-0.355,1027
-0.375,-0.36,1028
-0.385,-0.38,1029
-0.39,-0.385,1030
-0.39,-0.375,1031
-0.375,-0.365,1032
-0.365,-0.375,1033
-0.385,-0.385,1034
-0.38,-0.39,1035
-0.39,-0.395,1036
-0.375,-0.385,1037
-0.375,-0.375,1038
-0.365,-0.375,1039
-0.37,-0.375,1040
-0.385,-0.38,1041
-0.395,-0.365,1042
-0.385,-0.345,1043
-0.385,-0.335,1044
-0.37,-0.315,1045
-0.365,-0.31,1046
-0.37,-0.305,1047
-0.375,-0.29,1048
-0.35,-0.27,1049
-0.335,-0.255,1050
-0.32,-0.25,1051
-0.315,-0.245,1052
-0.32,-0.235,1053
-0.325,-0.235,1054
-0.315,-0.225,1055
-0.295,-0.22,1056
-0.285,-0.195,1057
-0.3,-0.215,1058
-0.295,-0.23,1059
-0.285,-0.215,1060
-0.285,-0.205,1061
-0.28,-0.195,1062
-0.27,-0.2,1063
-0.28,-0.195,1064
-0.29,-0.195,1065
-0.295,-0.205,1066
-0.295,-0.195,1067
-0.29,-0.18,1068
-0.28,-0.19,1069
-0.29,-0.205,1070
-0.295,-0.21,1071
-0.31,-0.205,1072
-0.295,-0.18,1073
-0.285,-0.185,1074
-0.28,-0.19,1075
-0.275,-0.205,1076
-0.295,-0.215,1077
-0.305,-0.215,1078
-0.3,-0.215,1079
-0.295,-0.19,1080
-0.295,-0.21,1081
-0.285,-0.2,1082
-0.3,-0.215,1083
-0.305,-0.22,1084
-0.3,-0.225,1085
-0.295,-0.215,1086
-0.3,-0.215,1087
-0.305,-0.23,1088
-0.315,-0.225,1089
-0.31,-0.225,1090
-0.315,-0.21,1091
-0.295,-0.21,1092
-0.3,-0.215,1093
-0.31,-0.23,1094
-0.33,-0.235,1095
-0.34,-0.23,1096
-0.33,-0.22,1097
-0.32,-0.215,1098
-0.32,-0.23,1099
-0.315,-0.235,1100
-0.325,-0.25,1101
-0.335,-0.245,1102
-0.33,-0.24,1103
-0.315,-0.22,1104
-0.32,-0.23,1105
-0.32,-0.23,1106
-0.33,-0.235,1107
-0.345,-0.24,1108
-0.34,-0.235,1109
-0.335,-0.22,1110
-0.33,-0.23,1111
-0.335,-0.24,1112
-0.345,-0.255,1113
-0.35,-0.245,1114
-0.345,-0.235,1115
-0.34,-0.22,1116
-0.335,-0.23,1117
-0.335,-0.24,1118
-0.33,-0.25,1119
-0.335,-0.255,1120
-0.34,-0.24,1121
-0.335,-0.225,1122
-0.32,-0.23,1123
-0.34,-0.235,1124
-0.34,-0.24,1125
-0.35,-0.245,1126
-0.365,-0.235,1127
-0.36,-0.23,1128
-0.345,-0.235,1129
-0.345,-0.24,1130
-0.35,-0.245,1131
-0.35,-0.235,1132
-0.35,-0.235,1133
-0.34,-0.23,1134
-0.34,-0.24,1135
-0.345,-0.235,1136
-0.345,-0.245,1137
-0.38,-0.25,1138
-0.36,-0.23,1139
-0.36,-0.21,1140
-0.345,-0.23,1141
-0.345,-0.235,1142
-0.35,-0.245,1143
-0.355,-0.25,1144
-0.345,-0.245,1145
-0.33,-0.23,1146
-0.33,-0.23,1147
-0.335,-0.235,1148
-0.335,-0.25,1149
-0.34,-0.25,1150
-0.33,-0.24,1151
-0.32,-0.225,1152
-0.29,-0.23,1153
-0.29,-0.235,1154
-0.3,-0.24,1155
-0.305,-0.245,1156
