Sample,Symbol,Subtype,Chan,Num
25060,F,0,0,0
25231,V,1,0,0
25513,N,0,0,0
25716,F,0,0,0
25874,V,1,0,0
26121,N,0,0,0
26321,N,0,0,0
26502,V,1,0,0
26723,N,0,0,0
26916,N,0,0,0
27118,V,1,0,0
27257,+,0,0,0
27397,N,0,0,0
27632,N,0,0,0
27844,V,1,0,0
28013,V,1,0,0
28314,N,0,0,0
28505,V,1,0,0
28670,V,1,0,0
28963,N,0,0,0
29170,F,0,0,0
29344,V,1,0,0
29578,N,0,0,0
29780,N,0,0,0
29984,N,0,0,0
30190,N,0,0,0
30399,N,0,0,0
30598,V,1,0,0
30761,V,1,0,0
31063,N,0,0,0
31248,V,1,0,0
31439,V,1,0,0
31702,N,0,0,0
31913,F,0,0,0
32076,V,1,0,0
32317,N,0,0,0
32516,N,0,0,0
32719,F,0,0,0
32926,N,0,0,0
33130,N,0,0,0
33317,N,0,0,0
33522,N,0,0,0
33737,N,0,0,0
33956,F,0,0,0
34123,V,1,0,0
34405,N,0,0,0
34611,F,0,0,0
34691,+,0,0,0
34772,V,1,0,0
35021,N,0,0,0
35223,N,0,0,0
35384,V,1,0,0
35632,N,0,0,0
35841,N,0,0,0
36024,V,1,0,0
36135,+,0,0,0
36247,N,0,0,0
36451,N,0,0,0
36649,F,0,0,0
36815,V,1,0,0
37044,N,0,0,0
37239,N,0,0,0
37430,N,0,0,0
37611,N,0,0,0
37810,N,0,0,0
38036,F,0,0,0
38204,V,1,0,0
38534,N,0,0,0
38720,V,1,0,0
38892,V,1,0,0
39186,N,0,0,0
39381,F,0,0,0
39550,V,1,0,0
39790,N,0,0,0
40007,N,0,0,0
40183,V,1,0,0
40510,N,0,0,0
40719,V,1,0,0
40899,V,1,0,0
41235,N,0,0,0
41416,V,1,0,0
41593,V,1,0,0
41904,N,0,0,0
42090,V,1,0,0
42282,V,1,0,0
42569,N,0,0,0
42781,F,0,0,0
42940,V,1,0,0
43245,N,0,0,0
43441,V,1,0,0
43620,V,1,0,0
43908,N,0,0,0
44094,F,0,0,0
44260,V,1,0,0
44538,N,0,0,0
44751,F,0,0,0
44920,V,1,0,0
45226,N,0,0,0
45428,F,0,0,0
45598,V,1,0,0
45855,N,0,0,0
46061,F,1,0,0
46211,V,1,0,0
46490,N,0,0,0
46698,F,1,0,0
46866,V,1,0,0
47147,N,0,0,0
47346,F,1,0,0
47428,+,0,0,0
47510,V,1,0,0
47769,N,0,0,0
47971,N,0,0,0
48130,V,1,0,0
48373,N,0,0,0
48577,N,0,0,0
48752,V,1,0,0
49020,N,0,0,0
49239,N,0,0,0
49412,V,1,0,0
49655,N,0,0,0
49864,N,0,0,0
49955,+,0,0,0
50046,V,1,0,0
50322,N,0,0,0
50517,V,1,0,0
50676,V,1,0,0
51007,N,0,0,0
51204,V,1,0,0
51391,V,1,0,0
51708,N,0,0,0
51902,V,1,0,0
52083,V,1,0,0
52331,N,0,0,0
52541,F,1,0,0
52681,V,1,0,0
52977,N,0,0,0
53191,F,0,0,0
53281,+,0,0,0
53372,V,1,0,0
53636,N,0,0,0
53835,N,0,0,0
54002,V,0,0,0
54259,N,0,0,0
54463,N,0,0,0
54634,V,1,0,0
54864,N,0,0,0
55083,N,0,0,0
55273,V,1,0,0
55421,+,0,0,0
55569,N,0,0,0
55799,F,0,0,0
55952,V,1,0,0
56266,N,0,0,0
56454,V,1,0,0
56628,V,1,0,0
56932,N,0,0,0
57122,F,0,0,0
57300,V,1,0,0
57553,N,0,0,0
57771,F,0,0,0
57933,V,1,0,0
58230,N,0,0,0
58444,F,0,0,0
58608,V,0,0,0
58877,N,0,0,0
59075,F,1,0,0
59222,V,1,0,0
59504,N,0,0,0
59714,F,0,0,0
59798,+,0,0,0
59883,V,1,0,0
60149,N,0,0,0
60352,N,0,0,0
60519,V,1,0,0
60763,N,0,0,0
60971,N,0,0,0
61159,V,1,0,0
61405,N,0,0,0
61619,N,0,0,0
61785,V,1,0,0
62097,N,0,0,0
62321,N,0,0,0
62481,V,1,0,0
62749,N,0,0,0
62953,N,0,0,0
63116,V,1,0,0
63364,N,0,0,0
63562,N,0,0,0
63750,V,1,0,0
63865,+,0,0,0
63980,N,0,0,0
64191,N,0,0,0
64397,F,0,0,0
64562,V,1,0,0
64854,N,0,0,0
65053,F,1,0,0
65216,V,1,0,0
65449,N,0,0,0
65634,N,0,0,0
65820,F,0,0,0
66017,N,0,0,0
66218,N,0,0,0
66419,N,0,0,0
66589,V,1,0,0
66792,N,0,0,0
66976,N,0,0,0
67168,F,0,0,0
67331,V,1,0,0
67560,N,0,0,0
67747,N,0,0,0
67931,N,0,0,0
68133,N,0,0,0
68342,N,0,0,0
68552,F,1,0,0
68719,V,1,0,0
68979,N,0,0,0
69190,F,1,0,0
69347,V,1,0,0
69617,N,0,0,0
69812,F,1,0,0
69962,V,1,0,0
70230,N,0,0,0
70441,F,1,0,0
70604,V,1,0,0
70882,N,0,0,0
71084,F,1,0,0
71245,V,1,0,0
71510,N,0,0,0
71711,F,1,0,0
71868,V,1,0,0
72126,N,0,0,0
72318,F,0,0,0
72486,V,1,0,0
72755,N,0,0,0
72969,N,0,0,0
73134,V,1,0,0
73377,N,0,0,0
73579,N,0,0,0
73740,V,1,0,0
73992,N,0,0,0
74193,F,1,0,0
74266,+,0,0,0
74339,V,1,0,0
74594,N,0,0,0
74802,N,0,0,0
74969,V,1,0,0
75210,N,0,0,0
75407,N,0,0,0
75607,V,1,0,0
75711,+,0,0,0
75815,N,0,0,0
76010,N,0,0,0
76204,N,0,0,0
76400,N,0,0,0
76590,N,0,0,0
76793,F,1,0,0
76964,V,1,0,0
77240,N,0,0,0
77449,F,1,0,0
77605,V,1,0,0
77869,N,0,0,0
78071,F,0,0,0
78232,V,1,0,0
78464,N,0,0,0
78646,N,0,0,0
78839,N,0,0,0
79042,N,0,0,0
79262,N,0,0,0
79468,V,1,0,0
79639,V,1,0,0
79931,N,0,0,0
80126,F,0,0,0
80282,V,1,0,0
80525,N,0,0,0
80723,N,0,0,0
80898,V,1,0,0
81108,N,0,0,0
81310,N,0,0,0
81509,F,0,0,0
81674,V,1,0,0
81894,N,0,0,0
82078,N,0,0,0
82274,N,0,0,0
82435,V,1,0,0
82647,N,0,0,0
82829,N,0,0,0
83005,N,0,0,0
83167,V,1,0,0
83400,N,0,0,0
83606,N,0,0,0
83804,N,0,0,0
84002,N,0,0,0
84194,N,0,0,0
84395,F,1,0,0
84553,V,1,0,0
84814,N,0,0,0
85012,N,0,0,0
85166,V,1,0,0
85401,N,0,0,0
85606,N,0,0,0
85810,N,0,0,0
86016,N,0,0,0
86225,N,0,0,0
86432,F,1,0,0
86591,V,1,0,0
86884,N,0,0,0
87069,V,1,0,0
87225,V,1,0,0
87488,N,0,0,0
87694,F,0,0,0
87865,V,1,0,0
88107,N,0,0,0
88308,N,0,0,0
88487,V,1,0,0
88714,N,0,0,0
88929,N,0,0,0
89124,V,1,0,0
89366,N,0,0,0
89562,F,1,0,0
89719,V,1,0,0
89996,N,0,0,0
90211,F,1,0,0
90374,V,1,0,0
90631,N,0,0,0
90834,N,0,0,0
91002,V,1,0,0
91224,N,0,0,0
91426,N,0,0,0
91630,N,0,0,0
91844,N,0,0,0
92054,N,0,0,0
92266,F,0,0,0
92446,V,1,0,0
92723,N,0,0,0
92927,F,0,0,0
93085,V,1,0,0
93348,N,0,0,0
93543,F,0,0,0
93695,V,1,0,0
93924,N,0,0,0
94130,N,0,0,0
94318,V,1,0,0
94537,N,0,0,0
94733,N,0,0,0
94929,F,0,0,0
95095,V,1,0,0
95357,N,0,0,0
95556,F,1,0,0
95715,V,1,0,0
95950,N,0,0,0
96153,N,0,0,0
96335,V,1,0,0
96572,N,0,0,0
96788,N,0,0,0
96997,F,0,0,0
97162,V,1,0,0
97463,N,0,0,0
97651,V,1,0,0
97812,V,1,0,0
98103,N,0,0,0
98297,V,1,0,0
98477,V,1,0,0
98748,N,0,0,0
98952,F,1,0,0
99031,+,0,0,0
99111,V,1,0,0
99354,N,0,0,0
99560,N,0,0,0
99735,V,1,0,0
99964,N,0,0,0
100163,N,0,0,0
100332,V,1,0,0
100568,N,0,0,0
100787,N,0,0,0
100977,V,1,0,0
101248,N,0,0,0
101452,F,1,0,0
101610,V,1,0,0
101870,N,0,0,0
102077,F,1,0,0
102238,V,1,0,0
102487,N,0,0,0
102688,N,0,0,0
102862,V,1,0,0
102977,+,0,0,0
103092,N,0,0,0
103292,N,0,0,0
103495,F,1,0,0
103660,V,1,0,0
103932,N,0,0,0
104132,F,0,0,0
104287,V,1,0,0
104532,N,0,0,0
104740,N,0,0,0
104934,V,1,0,0
105165,N,0,0,0
105374,N,0,0,0
105577,V,1,0,0
105742,V,1,0,0
106047,N,0,0,0
106240,V,1,0,0
106400,V,1,0,0
106661,N,0,0,0
106854,F,1,0,0
107015,V,1,0,0
107262,N,0,0,0
107473,N,0,0,0
107684,N,0,0,0
107896,N,0,0,0
108113,N,0,0,0
108307,V,1,0,0
108478,V,1,0,0
108764,N,0,0,0
108952,V,1,0,0
109125,V,1,0,0
109439,N,0,0,0
109650,F,0,0,0
109815,V,1,0,0
110065,N,0,0,0
110277,N,0,0,0
110441,V,1,0,0
110679,N,0,0,0
110879,N,0,0,0
111044,V,1,0,0
111309,N,0,0,0
111529,F,1,0,0
111693,V,1,0,0
111977,N,0,0,0
112182,F,1,0,0
112262,+,0,0,0
112342,V,1,0,0
112599,N,0,0,0
112805,N,0,0,0
112977,V,1,0,0
113201,N,0,0,0
113402,N,0,0,0
113590,V,1,0,0
113845,N,0,0,0
114057,N,0,0,0
114254,V,1,0,0
114493,N,0,0,0
114706,N,0,0,0
114888,V,1,0,0
115002,+,0,0,0
115117,N,0,0,0
115314,N,0,0,0
115523,F,0,0,0
115747,N,0,0,0
115976,N,0,0,0
116194,V,1,0,0
116411,N,0,0,0
116627,N,0,0,0
116843,N,0,0,0
117064,N,0,0,0
117282,F,0,0,0
117441,V,1,0,0
117693,N,0,0,0
117909,N,0,0,0
118106,V,1,0,0
118349,N,0,0,0
118553,N,0,0,0
118751,N,0,0,0
118953,N,0,0,0
119155,N,0,0,0
119353,F,0,0,0
119511,V,1,0,0
119770,N,0,0,0
119984,F,0,0,0
120148,V,1,0,0
120409,N,0,0,0
120612,N,0,0,0
120798,V,1,0,0
121008,N,0,0,0
121196,N,0,0,0
121382,N,0,0,0
121542,V,1,0,0
121754,N,0,0,0
121943,N,0,0,0
122073,~,2,0,0
122137,N,0,0,0
122314,V,1,0,0
122546,N,0,0,0
122741,N,0,0,0
122935,N,0,0,0
123097,V,1,0,0
123334,N,0,0,0
123535,N,0,0,0
123726,V,1,0,0
123921,N,0,0,0
124101,N,0,0,0
124298,N,0,0,0
124469,V,1,0,0
124697,N,0,0,0
124902,N,0,0,0
125099,F,0,0,0
125263,V,1,0,0
125488,N,0,0,0
125679,N,0,0,0
125862,N,0,0,0
126051,N,0,0,0
126240,N,0,0,0
126428,N,0,0,0
126622,F,0,0,0
126815,N,0,0,0
127008,N,0,0,0
127201,N,0,0,0
127362,V,1,0,0
127571,N,0,0,0
127753,N,0,0,0
127941,N,0,0,0
128103,V,1,0,0
128303,N,0,0,0
128492,N,0,0,0
128697,F,1,0,0
128870,V,1,0,0
129112,N,0,0,0
129311,N,0,0,0
129494,N,0,0,0
129684,N,0,0,0
129873,N,0,0,0
130058,N,0,0,0
130239,V,1,0,0
130429,N,0,0,0
130611,N,0,0,0
130799,N,0,0,0
130971,V,1,0,0
131177,N,0,0,0
131371,N,0,0,0
131565,N,0,0,0
131734,V,1,0,0
131938,N,0,0,0
132110,N,0,0,0
132289,N,0,0,0
132463,F,0,0,0
132630,N,0,0,0
132808,N,0,0,0
132989,N,0,0,0
133054,|,3,0,0
133180,N,0,0,0
133366,N,0,0,0
133563,N,0,0,0
133753,N,0,0,0
133963,N,0,0,0
134028,|,1,0,0
134158,N,0,0,0
134345,N,0,0,0
134529,N,0,0,0
134709,F,0,0,0
134890,N,0,0,0
135083,N,0,0,0
135284,N,0,0,0
135370,+,0,0,0
135457,V,1,0,0
135716,N,0,0,0
135930,N,0,0,0
136102,V,1,0,0
136281,~,0,0,0
136345,N,0,0,0
136549,N,0,0,0
136736,V,1,0,0
136992,N,0,0,0
137204,N,0,0,0
137390,V,1,0,0
137533,+,0,0,0
137677,N,0,0,0
137908,F,0,0,0
138062,V,1,0,0
138386,N,0,0,0
138560,V,2,0,0
138849,N,0,0,0
139049,N,0,0,0
139241,F,1,0,0
139412,V,1,0,0
139705,N,0,0,0
139921,N,0,0,0
140106,V,1,0,0
140340,N,0,0,0
140553,N,0,0,0
140752,F,1,0,0
140917,V,1,0,0
141199,N,0,0,0
141360,V,2,0,0
141632,N,0,0,0
141843,N,0,0,0
142060,F,1,0,0
142231,V,1,0,0
142505,N,0,0,0
142674,V,2,0,0
142918,N,0,0,0
143117,N,0,0,0
143316,N,0,0,0
143477,V,1,0,0
143741,N,0,0,0
143964,N,0,0,0
144184,F,0,0,0
144347,V,1,0,0
144651,N,0,0,0
144873,F,0,0,0
145026,V,1,0,0
145322,N,0,0,0
145521,F,0,0,0
145668,V,1,0,0
145944,N,0,0,0
146157,N,0,0,0
146371,F,0,0,0
146546,V,1,0,0
146826,N,0,0,0
147035,N,0,0,0
147219,V,1,0,0
147456,N,0,0,0
147677,N,0,0,0
147875,V,1,0,0
148051,V,1,0,0
148372,N,0,0,0
148587,F,0,0,0
148753,V,1,0,0
149048,N,0,0,0
149265,F,1,0,0
149419,V,1,0,0
149676,N,0,0,0
149869,N,0,0,0
150050,V,1,0,0
150311,N,0,0,0
150530,N,0,0,0
150739,V,1,0,0
150928,V,1,0,0
151273,N,0,0,0
151460,V,1,0,0
151737,N,0,0,0
151959,N,0,0,0
152159,F,0,0,0
152337,V,1,0,0
152667,N,0,0,0
152882,V,1,0,0
153077,V,1,0,0
153360,N,0,0,0
153570,F,1,0,0
153724,V,1,0,0
154015,N,0,0,0
154213,F,1,0,0
154374,V,1,0,0
154705,N,0,0,0
154914,V,1,0,0
155103,V,1,0,0
155397,N,0,0,0
155619,F,0,0,0
155785,V,1,0,0
156062,N,0,0,0
156264,F,1,0,0
156411,V,1,0,0
156694,N,0,0,0
156925,F,0,0,0
157089,V,1,0,0
157412,N,0,0,0
157627,F,1,0,0
157778,V,1,0,0
158080,N,0,0,0
158297,F,0,0,0
158445,V,1,0,0
158736,N,0,0,0
158949,F,1,0,0
159113,V,1,0,0
159446,N,0,0,0
159656,V,1,0,0
159832,V,1,0,0
160139,N,0,0,0
160343,F,0,0,0
160498,V,1,0,0
160803,N,0,0,0
161023,F,0,0,0
161195,V,1,0,0
161507,N,0,0,0
161722,F,0,0,0
161882,V,1,0,0
162167,N,0,0,0
162378,F,1,0,0
162533,V,1,0,0
162832,N,0,0,0
163035,F,0,0,0
163202,V,1,0,0
163534,N,0,0,0
163755,F,0,0,0
163925,V,1,0,0
164207,N,0,0,0
164414,F,1,0,0
164573,V,1,0,0
164850,N,0,0,0
165046,F,1,0,0
165211,V,1,0,0
165464,N,0,0,0
165674,N,0,0,0
165883,N,0,0,0
166103,N,0,0,0
166336,N,0,0,0
166541,V,1,0,0
166739,V,1,0,0
167060,N,0,0,0
167246,V,1,0,0
167429,V,1,0,0
167803,N,0,0,0
168009,V,1,0,0
168199,V,1,0,0
168518,N,0,0,0
168717,V,1,0,0
168898,V,1,0,0
169221,N,0,0,0
169403,V,1,0,0
169587,V,1,0,0
169928,N,0,0,0
170129,V,1,0,0
170330,V,1,0,0
170659,N,0,0,0
170855,V,1,0,0
171036,V,1,0,0
171348,N,0,0,0
171541,V,1,0,0
171720,V,1,0,0
172044,N,0,0,0
172249,V,1,0,0
172430,V,1,0,0
172754,N,0,0,0
172952,V,1,0,0
173140,V,1,0,0
173461,N,0,0,0
173642,V,1,0,0
173834,V,1,0,0
174139,N,0,0,0
174363,F,0,0,0
174535,V,1,0,0
174821,N,0,0,0
175027,F,0,0,0
175192,V,1,0,0
175504,N,0,0,0
175698,V,1,0,0
175870,V,1,0,0
176198,N,0,0,0
176397,V,1,0,0
176588,V,1,0,0
176895,N,0,0,0
177108,F,0,0,0
177273,V,1,0,0
177566,N,0,0,0
177757,V,1,0,0
177925,V,1,0,0
178250,N,0,0,0
178455,V,1,0,0
178643,V,1,0,0
178975,N,0,0,0
179165,V,1,0,0
179345,V,1,0,0
179641,N,0,0,0
179838,F,0,0,0
180004,V,0,0,0
180307,N,0,0,0
180508,V,1,0,0
180693,V,1,0,0
181048,N,0,0,0
181247,V,1,0,0
181422,V,1,0,0
181755,N,0,0,0
181942,V,1,0,0
182118,V,1,0,0
182472,N,0,0,0
182668,V,1,0,0
182853,V,1,0,0
183214,N,0,0,0
183405,V,1,0,0
183585,V,1,0,0
183914,N,0,0,0
184104,V,1,0,0
184273,V,1,0,0
184576,N,0,0,0
184779,V,1,0,0
184972,V,1,0,0
185307,N,0,0,0
185500,V,1,0,0
185674,V,1,0,0
185980,N,0,0,0
186174,V,1,0,0
186339,V,1,0,0
186643,N,0,0,0
186841,V,1,0,0
187018,V,1,0,0
187364,N,0,0,0
187573,V,1,0,0
187745,V,1,0,0
188048,N,0,0,0
188240,F,0,0,0
188418,V,1,0,0
188685,N,0,0,0
188886,F,0,0,0
189051,V,1,0,0
189395,N,0,0,0
189599,V,1,0,0
189765,V,1,0,0
190098,N,0,0,0
190298,V,1,0,0
190467,V,1,0,0
190772,N,0,0,0
190956,V,1,0,0
191130,V,1,0,0
191419,N,0,0,0
191645,F,0,0,0
191804,V,1,0,0
192102,N,0,0,0
192307,F,0,0,0
192470,V,1,0,0
192794,N,0,0,0
192989,V,1,0,0
193148,V,1,0,0
193470,N,0,0,0
193674,V,1,0,0
193846,V,1,0,0
194154,N,0,0,0
194357,V,1,0,0
194532,V,1,0,0
194844,N,0,0,0
195033,V,1,0,0
195202,V,1,0,0
195507,N,0,0,0
195716,V,0,0,0
195888,V,1,0,0
196173,N,0,0,0
196379,F,1,0,0
196542,V,1,0,0
196781,N,0,0,0
196980,N,0,0,0
197165,F,0,0,0
197358,N,0,0,0
197540,N,0,0,0
197745,F,1,0,0
197918,V,1,0,0
198257,N,0,0,0
198454,V,1,0,0
198628,V,1,0,0
198958,N,0,0,0
199146,V,1,0,0
199313,V,1,0,0
199591,N,0,0,0
199800,F,0,0,0
199964,V,1,0,0
200290,N,0,0,0
200490,V,1,0,0
200668,V,1,0,0
201009,N,0,0,0
201198,V,1,0,0
201360,V,1,0,0
201683,N,0,0,0
201868,V,1,0,0
202041,V,1,0,0
202359,N,0,0,0
202577,F,0,0,0
202746,V,1,0,0
203026,N,0,0,0
203232,F,0,0,0
203388,V,1,0,0
203692,N,0,0,0
203883,F,0,0,0
204047,V,1,0,0
204360,N,0,0,0
204569,V,1,0,0
204749,V,1,0,0
205038,N,0,0,0
205253,F,0,0,0
205408,V,1,0,0
205700,N,0,0,0
205895,V,1,0,0
206055,V,1,0,0
206386,N,0,0,0
206590,V,1,0,0
206771,V,1,0,0
207077,N,0,0,0
207278,V,1,0,0
207445,V,1,0,0
207737,N,0,0,0
207942,F,0,0,0
208104,V,1,0,0
208372,N,0,0,0
208585,F,0,0,0
208755,V,1,0,0
209064,N,0,0,0
209276,F,0,0,0
209432,V,1,0,0
209754,N,0,0,0
209947,V,1,0,0
210128,V,1,0,0
210407,N,0,0,0
210616,F,0,0,0
210780,V,1,0,0
211085,N,0,0,0
211301,F,0,0,0
211474,V,1,0,0
211772,N,0,0,0
211979,F,0,0,0
212140,V,1,0,0
212422,N,0,0,0
212615,F,0,0,0
212779,V,1,0,0
213097,N,0,0,0
213314,F,0,0,0
213486,V,1,0,0
213771,N,0,0,0
213983,F,0,0,0
214148,V,1,0,0
214450,N,0,0,0
214644,V,1,0,0
214800,V,1,0,0
215102,N,0,0,0
215310,V,1,0,0
215499,V,1,0,0
215782,N,0,0,0
215993,F,0,0,0
216149,V,1,0,0
216415,N,0,0,0
216620,F,1,0,0
216783,V,1,0,0
217069,N,0,0,0
217287,F,0,0,0
217451,V,1,0,0
217750,N,0,0,0
217960,F,0,0,0
218116,V,1,0,0
218409,N,0,0,0
218614,F,0,0,0
218766,V,1,0,0
219038,N,0,0,0
219247,F,0,0,0
219420,V,1,0,0
219718,N,0,0,0
219936,F,0,0,0
220091,V,1,0,0
220364,N,0,0,0
220571,F,1,0,0
220723,V,1,0,0
221002,N,0,0,0
221200,F,1,0,0
221359,V,1,0,0
221636,N,0,0,0
221848,F,0,0,0
222015,V,1,0,0
222281,N,0,0,0
222490,F,1,0,0
222656,V,1,0,0
222925,N,0,0,0
223128,F,1,0,0
223287,V,1,0,0
223566,N,0,0,0
223775,F,0,0,0
223949,V,1,0,0
224226,N,0,0,0
224427,F,0,0,0
224673,N,0,0,0
224959,N,0,0,0
225147,V,1,0,0
225307,V,1,0,0
225617,N,0,0,0
225814,V,1,0,0
225993,V,1,0,0
226244,N,0,0,0
226442,N,0,0,0
226636,N,0,0,0
226825,N,0,0,0
227012,N,0,0,0
227193,N,0,0,0
227377,N,0,0,0
227566,N,0,0,0
227744,N,0,0,0
227939,N,0,0,0
228137,N,0,0,0
228347,N,0,0,0
228565,N,0,0,0
228771,F,1,0,0
228947,V,1,0,0
229227,N,0,0,0
229428,F,1,0,0
229591,V,1,0,0
229839,N,0,0,0
230049,F,1,0,0
230226,V,1,0,0
230494,N,0,0,0
230706,N,0,0,0
230894,V,1,0,0
231118,N,0,0,0
231328,N,0,0,0
231537,F,0,0,0
231697,V,1,0,0
231978,N,0,0,0
232181,F,0,0,0
232372,V,1,0,0
232606,N,0,0,0
232820,N,0,0,0
233026,N,0,0,0
233224,N,0,0,0
233425,N,0,0,0
233629,F,1,0,0
233790,V,1,0,0
234047,N,0,0,0
234255,N,0,0,0
234433,V,1,0,0
234709,N,0,0,0
234931,F,1,0,0
235093,V,1,0,0
235400,N,0,0,0
235617,F,0,0,0
235773,V,1,0,0
236035,N,0,0,0
236235,F,0,0,0
236390,V,1,0,0
236646,N,0,0,0
236869,N,0,0,0
237066,V,1,0,0
237344,N,0,0,0
237556,F,0,0,0
237717,V,1,0,0
238042,N,0,0,0
238238,V,1,0,0
238401,V,1,0,0
238691,N,0,0,0
238899,F,0,0,0
239075,V,1,0,0
239356,N,0,0,0
239570,F,1,0,0
239739,V,1,0,0
240012,N,0,0,0
240220,F,0,0,0
240369,V,1,0,0
240646,N,0,0,0
240860,F,0,0,0
241029,V,1,0,0
241321,N,0,0,0
241531,F,1,0,0
241696,V,1,0,0
241954,N,0,0,0
242164,F,1,0,0
242322,V,1,0,0
242595,N,0,0,0
242794,F,0,0,0
242948,V,1,0,0
243252,N,0,0,0
243468,F,0,0,0
243649,V,1,0,0
243930,N,0,0,0
244133,F,0,0,0
244288,V,1,0,0
244576,N,0,0,0
244776,F,0,0,0
244931,V,1,0,0
245231,N,0,0,0
245444,F,0,0,0
245616,V,1,0,0
245899,N,0,0,0
246113,F,0,0,0
246277,V,1,0,0
246558,N,0,0,0
246753,F,1,0,0
246916,V,1,0,0
247181,N,0,0,0
247387,F,0,0,0
247557,V,1,0,0
247831,N,0,0,0
248042,F,1,0,0
248205,V,1,0,0
248465,N,0,0,0
248676,F,1,0,0
248840,V,1,0,0
249103,N,0,0,0
249296,F,1,0,0
249454,V,1,0,0
249724,N,0,0,0
249941,F,1,0,0
250108,V,1,0,0
250421,N,0,0,0
250623,V,1,0,0
250791,V,1,0,0
251064,N,0,0,0
251269,F,0,0,0
251419,V,1,0,0
251691,N,0,0,0
251907,F,1,0,0
252071,V,1,0,0
252372,N,0,0,0
252577,F,0,0,0
252739,V,1,0,0
253047,N,0,0,0
253242,V,1,0,0
253407,V,1,0,0
253679,N,0,0,0
253892,F,0,0,0
254069,V,1,0,0
254378,N,0,0,0
254597,F,0,0,0
254759,V,1,0,0
255047,N,0,0,0
255254,F,0,0,0
255412,V,1,0,0
255696,N,0,0,0
255899,F,0,0,0
256060,V,1,0,0
256372,N,0,0,0
256595,F,0,0,0
256768,V,1,0,0
257082,N,0,0,0
257283,V,1,0,0
257462,V,1,0,0
257736,N,0,0,0
257938,F,0,0,0
258096,V,1,0,0
258429,N,0,0,0
258638,V,1,0,0
258827,V,1,0,0
259127,N,0,0,0
259345,F,0,0,0
259515,V,1,0,0
259790,N,0,0,0
259998,F,0,0,0
260141,V,1,0,0
260445,N,0,0,0
260668,F,0,0,0
260833,V,1,0,0
261140,N,0,0,0
261353,F,0,0,0
261517,V,1,0,0
261800,N,0,0,0
262014,F,0,0,0
262173,V,1,0,0
262456,N,0,0,0
262677,F,0,0,0
262839,V,1,0,0
263146,N,0,0,0
263358,F,0,0,0
263525,V,1,0,0
263818,N,0,0,0
264029,F,0,0,0
264184,V,1,0,0
264479,N,0,0,0
264688,V,1,0,0
264876,V,1,0,0
265214,N,0,0,0
265410,V,1,0,0
265591,V,1,0,0
265883,N,0,0,0
